Step	Loss	Loss per Cell	 Change 
660	3245565184.000000	46868.042969	67.171875
661	3240903680.000000	46800.730469	67.312500
662	3236263936.000000	46733.726562	67.003906
663	3231629312.000000	46666.800781	66.925781
664	3226997248.000000	46599.910156	66.890625
665	3222377984.000000	46533.207031	66.703125
666	3217756160.000000	46466.464844	66.742188
667	3213140480.000000	46399.808594	66.656250
668	3208533504.000000	46333.281250	66.527344
669	3203940864.000000	46266.960938	66.320312
670	3199346432.000000	46200.617188	66.343750
671	3194749440.000000	46134.230469	66.386719
672	3190165760.000000	46068.039062	66.191406
673	3185583360.000000	46001.867188	66.171875
674	3181016832.000000	45935.925781	65.941406
675	3176451584.000000	45870.000000	65.925781
676	3171888384.000000	45804.105469	65.894531
677	3167334656.000000	45738.343750	65.761719
678	3162797824.000000	45672.832031	65.511719
679	3158252288.000000	45607.191406	65.640625
680	3153715200.000000	45541.671875	65.519531
681	3149178368.000000	45476.156250	65.515625
682	3144653056.000000	45410.808594	65.347656
683	3140133120.000000	45345.539062	65.269531
684	3135623680.000000	45280.417969	65.121094
685	3131113728.000000	45215.292969	65.125000
686	3126619648.000000	45150.394531	64.898438
687	3122122752.000000	45085.457031	64.937500
688	3117647872.000000	45020.835938	64.621094
689	3113168896.000000	44956.156250	64.679688
690	3108689664.000000	44891.472656	64.683594
691	3104217088.000000	44826.886719	64.585938
692	3099748352.000000	44762.355469	64.531250
693	3095287552.000000	44697.937500	64.417969
694	3090837504.000000	44633.675781	64.261719
695	3086392832.000000	44569.492188	64.183594
696	3081955584.000000	44505.417969	64.074219
697	3077522688.000000	44441.402344	64.015625
698	3073100032.000000	44377.535156	63.867188
699	3068675584.000000	44313.644531	63.890625
700	3064256256.000000	44249.828125	63.816406
701	3059837184.000000	44186.011719	63.816406
702	3055434496.000000	44122.433594	63.578125
703	3051030272.000000	44058.835938	63.597656
704	3046637824.000000	43995.406250	63.429688
705	3042253824.000000	43932.097656	63.308594
706	3037870592.000000	43868.800781	63.296875
707	3033499392.000000	43805.679688	63.121094
708	3029132544.000000	43742.617188	63.062500
709	3024771840.000000	43679.648438	62.968750
710	3020414976.000000	43616.730469	62.917969
711	3016048640.000000	43553.679688	63.050781
712	3011705088.000000	43490.953125	62.726562
713	3007359232.000000	43428.195312	62.757812
714	3003024640.000000	43365.601562	62.593750
715	2998698752.000000	43303.132812	62.468750
716	2994371584.000000	43240.648438	62.484375
717	2990058752.000000	43178.367188	62.281250
718	2985745408.000000	43116.078125	62.289062
719	2981439488.000000	43053.898438	62.179688
720	2977132288.000000	42991.699219	62.199219
721	2972834816.000000	42929.640625	62.058594
722	2968545536.000000	42867.703125	61.937500
723	2964257024.000000	42805.773438	61.929688
724	2959980544.000000	42744.019531	61.753906
725	2955712768.000000	42682.390625	61.628906
726	2951446272.000000	42620.777344	61.613281
727	2947194368.000000	42559.378906	61.398438
728	2942935808.000000	42497.882812	61.496094
729	2938692096.000000	42436.601562	61.281250
730	2934444800.000000	42375.265625	61.335938
731	2930198016.000000	42313.941406	61.324219
732	2925972224.000000	42252.917969	61.023438
733	2921744128.000000	42191.859375	61.058594
734	2917527040.000000	42130.960938	60.898438
735	2913319168.000000	42070.199219	60.761719
736	2909108480.000000	42009.394531	60.804688
737	2904917760.000000	41948.875000	60.519531
738	2900722688.000000	41888.296875	60.578125
739	2896534272.000000	41827.812500	60.484375
740	2892349440.000000	41767.382812	60.429688
741	2888160512.000000	41706.890625	60.492188
742	2883993600.000000	41646.718750	60.171875
743	2879829248.000000	41586.582031	60.136719
744	2875671040.000000	41526.535156	60.046875
745	2871523840.000000	41466.648438	59.886719
746	2867378688.000000	41406.789062	59.859375
747	2863245056.000000	41347.097656	59.691406
748	2859110144.000000	41287.386719	59.710938
749	2854976768.000000	41227.695312	59.691406
750	2850855424.000000	41168.183594	59.511719
751	2846729728.000000	41108.605469	59.578125
752	2842623488.000000	41049.308594	59.296875
753	2838524672.000000	40990.117188	59.191406
754	2834423552.000000	40930.894531	59.222656
755	2830337536.000000	40871.890625	59.003906
756	2826258688.000000	40812.988281	58.902344
757	2822180352.000000	40754.093750	58.894531
758	2818105344.000000	40695.250000	58.843750
759	2814032640.000000	40636.437500	58.812500
760	2809967872.000000	40577.738281	58.699219
761	2805903616.000000	40519.050781	58.687500
762	2801852928.000000	40460.554688	58.496094
763	2797817088.000000	40402.273438	58.281250
764	2793776128.000000	40343.921875	58.351562
765	2789745920.000000	40285.722656	58.199219
766	2785723648.000000	40227.636719	58.085938
767	2781700608.000000	40169.542969	58.093750
768	2777684736.000000	40111.550781	57.992188
769	2773671936.000000	40053.601562	57.949219
770	2769664256.000000	39995.730469	57.871094
771	2765656576.000000	39937.855469	57.875000
772	2761662720.000000	39880.183594	57.671875
773	2757682432.000000	39822.703125	57.480469
774	2753702912.000000	39765.238281	57.464844
775	2749729536.000000	39707.859375	57.378906
776	2745762560.000000	39650.574219	57.285156
777	2741802240.000000	39593.382812	57.191406
778	2737837056.000000	39536.125000	57.257812
779	2733879808.000000	39478.980469	57.144531
780	2729925376.000000	39421.875000	57.105469
781	2725979136.000000	39364.886719	56.988281
782	2722042880.000000	39308.046875	56.839844
783	2718115328.000000	39251.328125	56.718750
784	2714188032.000000	39194.617188	56.710938
785	2710272512.000000	39138.074219	56.542969
786	2706358784.000000	39081.558594	56.515625
787	2702448128.000000	39025.085938	56.472656
788	2698542080.000000	38968.679688	56.406250
789	2694639104.000000	38912.316406	56.363281
790	2690743040.000000	38856.054688	56.261719
791	2686853888.000000	38799.894531	56.160156
792	2682974208.000000	38743.871094	56.023438
793	2679099392.000000	38687.914062	55.957031
794	2675225856.000000	38631.976562	55.937500
795	2671369984.000000	38576.296875	55.679688
796	2667513856.000000	38520.613281	55.683594
797	2663657984.000000	38464.929688	55.683594
798	2659808000.000000	38409.335938	55.593750
799	2655959296.000000	38353.757812	55.578125
800	2652117248.000000	38298.273438	55.484375
801	2648287744.000000	38242.972656	55.300781
802	2644460800.000000	38187.710938	55.261719
803	2640638976.000000	38132.519531	55.191406
804	2636820480.000000	38077.378906	55.140625
805	2633019648.000000	38022.492188	54.886719
806	2629217792.000000	37967.593750	54.898438
807	2625420800.000000	37912.761719	54.832031
808	2621624064.000000	37857.933594	54.828125
809	2617835776.000000	37803.230469	54.703125
810	2614054144.000000	37748.621094	54.609375
811	2610278400.000000	37694.093750	54.527344
812	2606508032.000000	37639.648438	54.445312
813	2602743296.000000	37585.285156	54.363281
814	2598985984.000000	37531.027344	54.257812
815	2595234560.000000	37476.851562	54.175781
816	2591491840.000000	37422.804688	54.046875
817	2587754240.000000	37368.832031	53.972656
818	2584011008.000000	37314.777344	54.054688
819	2580279040.000000	37260.886719	53.890625
820	2576555264.000000	37207.113281	53.773438
821	2572839424.000000	37153.453125	53.660156
822	2569124096.000000	37099.800781	53.652344
823	2565416704.000000	37046.261719	53.539062
824	2561712640.000000	36992.773438	53.488281
825	2558021376.000000	36939.468750	53.304688
826	2554338048.000000	36886.281250	53.187500
827	2550652672.000000	36833.062500	53.218750
828	2546970624.000000	36779.890625	53.171875
829	2543298816.000000	36726.867188	53.023438
830	2539623936.000000	36673.800781	53.066406
831	2535966976.000000	36620.992188	52.808594
832	2532298496.000000	36568.015625	52.976562
833	2528655616.000000	36515.410156	52.605469
834	2525007616.000000	36462.730469	52.679688
835	2521373696.000000	36410.253906	52.476562
836	2517742080.000000	36357.812500	52.441406
837	2514108928.000000	36305.347656	52.464844
838	2510479360.000000	36252.933594	52.414062
839	2506865152.000000	36200.742188	52.191406
840	2503247616.000000	36148.503906	52.238281
841	2499639808.000000	36096.402344	52.101562
842	2496035072.000000	36044.347656	52.054688
843	2492442112.000000	35992.464844	51.882812
844	2488850688.000000	35940.601562	51.863281
845	2485271296.000000	35888.914062	51.687500
846	2481693184.000000	35837.242188	51.671875
847	2478117120.000000	35785.601562	51.640625
848	2474545408.000000	35734.023438	51.578125
849	2470977536.000000	35682.500000	51.523438
850	2467417600.000000	35631.093750	51.406250
851	2463864832.000000	35579.789062	51.304688
852	2460319488.000000	35528.593750	51.195312
853	2456768256.000000	35477.308594	51.285156
854	2453235456.000000	35426.292969	51.015625
855	2449704192.000000	35375.300781	50.992188
856	2446183424.000000	35324.457031	50.843750
857	2442656768.000000	35273.531250	50.925781
858	2439137792.000000	35222.714844	50.816406
859	2435626752.000000	35172.011719	50.703125
860	2432115456.000000	35121.308594	50.703125
861	2428618240.000000	35070.804688	50.503906
862	2425126400.000000	35020.382812	50.421875
863	2421635328.000000	34969.968750	50.414062
864	2418152448.000000	34919.671875	50.296875
865	2414678016.000000	34869.500000	50.171875
866	2411205632.000000	34819.355469	50.144531
867	2407735296.000000	34769.242188	50.113281
868	2404268032.000000	34719.171875	50.070312
869	2400811776.000000	34669.261719	49.910156
870	2397362688.000000	34619.457031	49.804688
871	2393916160.000000	34569.687500	49.769531
872	2390475008.000000	34519.992188	49.695312
873	2387035648.000000	34470.328125	49.664062
874	2383604736.000000	34420.781250	49.546875
875	2380186368.000000	34371.417969	49.363281
876	2376765696.000000	34322.023438	49.394531
877	2373346048.000000	34272.640625	49.382812
878	2369933824.000000	34223.367188	49.273438
879	2366534144.000000	34174.273438	49.093750
880	2363131136.000000	34125.128906	49.144531
881	2359743744.000000	34076.214844	48.914062
882	2356358912.000000	34027.335938	48.878906
883	2352970240.000000	33978.398438	48.937500
884	2349598464.000000	33929.710938	48.687500
885	2346234624.000000	33881.132812	48.578125
886	2342869248.000000	33832.535156	48.597656
887	2339503104.000000	33783.925781	48.609375
888	2336146688.000000	33735.457031	48.468750
889	2332804864.000000	33687.199219	48.257812
890	2329460736.000000	33638.906250	48.292969
891	2326127360.000000	33590.773438	48.132812
892	2322787840.000000	33542.546875	48.226562
893	2319462144.000000	33494.523438	48.023438
894	2316140288.000000	33446.550781	47.972656
895	2312824576.000000	33398.671875	47.878906
896	2309513472.000000	33350.855469	47.816406
897	2306204160.000000	33303.066406	47.789062
898	2302903040.000000	33255.398438	47.667969
899	2299612160.000000	33207.875000	47.523438
900	2296317696.000000	33160.300781	47.574219
901	2293035008.000000	33112.898438	47.402344
902	2289753088.000000	33065.503906	47.394531
903	2286482432.000000	33018.273438	47.230469
904	2283218944.000000	32971.148438	47.125000
905	2279957760.000000	32924.054688	47.093750
906	2276695552.000000	32876.945312	47.109375
907	2273437952.000000	32829.902344	47.042969
908	2270196224.000000	32783.089844	46.812500
909	2266957056.000000	32736.314453	46.775391
910	2263714304.000000	32689.486328	46.828125
911	2260477952.000000	32642.751953	46.734375
912	2257250048.000000	32596.138672	46.613281
913	2254033408.000000	32549.689453	46.449219
914	2250819328.000000	32503.275391	46.414062
915	2247604480.000000	32456.851562	46.423828
916	2244391936.000000	32410.458984	46.392578
917	2241189376.000000	32364.212891	46.246094
918	2237995008.000000	32318.083984	46.128906
919	2234803456.000000	32271.996094	46.087891
920	2231611904.000000	32225.908203	46.087891
921	2228429568.000000	32179.953125	45.955078
922	2225252096.000000	32134.068359	45.884766
923	2222085632.000000	32088.341797	45.726562
924	2218925824.000000	32042.712891	45.628906
925	2215768064.000000	31997.113281	45.599609
926	2212609024.000000	31951.494141	45.619141
927	2209450240.000000	31905.878906	45.615234
928	2206305280.000000	31860.464844	45.414062
929	2203171584.000000	31815.210938	45.253906
930	2200029952.000000	31769.843750	45.367188
931	2196897280.000000	31724.607422	45.236328
932	2193763328.000000	31679.349609	45.257812
933	2190645760.000000	31634.330078	45.019531
934	2187533056.000000	31589.380859	44.949219
935	2184422400.000000	31544.460938	44.919922
936	2181314816.000000	31499.585938	44.875000
937	2178207488.000000	31454.714844	44.871094
938	2175109632.000000	31409.978516	44.736328
939	2172016896.000000	31365.318359	44.660156
940	2168926208.000000	31320.685547	44.632812
941	2165840384.000000	31276.125000	44.560547
942	2162758912.000000	31231.626953	44.498047
943	2159692032.000000	31187.339844	44.287109
944	2156630528.000000	31143.128906	44.210938
945	2153569024.000000	31098.917969	44.210938
946	2150504192.000000	31054.660156	44.257812
947	2147447168.000000	31010.515625	44.144531
948	2144399872.000000	30966.509766	44.005859
949	2141358080.000000	30922.583984	43.925781
950	2138317056.000000	30878.669922	43.914062
951	2135277696.000000	30834.779297	43.890625
952	2132245376.000000	30790.992188	43.787109
953	2129224192.000000	30747.363281	43.628906
954	2126210944.000000	30703.849609	43.513672
955	2123192064.000000	30660.255859	43.593750
956	2120180736.000000	30616.769531	43.486328
957	2117174272.000000	30573.355469	43.414062
958	2114174720.000000	30530.039062	43.316406
959	2111177856.000000	30486.763672	43.275391
960	2108182272.000000	30443.505859	43.257812
961	2105193728.000000	30400.347656	43.158203
962	2102213760.000000	30357.316406	43.031250
963	2099244288.000000	30314.435547	42.880859
964	2096277760.000000	30271.595703	42.839844
965	2093309824.000000	30228.736328	42.859375
966	2090344064.000000	30185.910156	42.826172
967	2087388416.000000	30143.228516	42.681641
968	2084439552.000000	30100.644531	42.583984
969	2081499648.000000	30058.191406	42.453125
970	2078552448.000000	30015.630859	42.560547
971	2075616384.000000	29973.232422	42.398438
972	2072685696.000000	29930.912109	42.320312
973	2069762816.000000	29888.703125	42.208984
974	2066842880.000000	29846.537109	42.166016
975	2063922176.000000	29804.361328	42.175781
976	2061012608.000000	29762.343750	42.017578
977	2058107904.000000	29720.398438	41.945312
978	2055206016.000000	29678.494141	41.904297
979	2052313216.000000	29636.720703	41.773438
980	2049412352.000000	29594.830078	41.890625
981	2046523776.000000	29553.117188	41.712891
982	2043647744.000000	29511.583984	41.533203
983	2040776960.000000	29470.128906	41.455078
984	2037903616.000000	29428.636719	41.492188
985	2035030272.000000	29387.142578	41.494141
986	2032167552.000000	29345.802734	41.339844
987	2029316992.000000	29304.640625	41.162109
988	2026467328.000000	29263.488281	41.152344
989	2023619968.000000	29222.371094	41.117188
990	2020776448.000000	29181.308594	41.062500
991	2017934464.000000	29140.269531	41.039062
992	2015107072.000000	29099.439453	40.830078
993	2012281216.000000	29058.632812	40.806641
994	2009450496.000000	29017.753906	40.878906
995	2006631424.000000	28977.044922	40.708984
996	2003816704.000000	28936.398438	40.646484
997	2001015168.000000	28895.943359	40.455078
998	1998210944.000000	28855.449219	40.494141
999	1995409792.000000	28814.998047	40.451172
1000	1992612480.000000	28774.603516	40.394531
1001	1989818880.000000	28734.261719	40.341797
1002	1987037312.000000	28694.093750	40.167969
1003	1984256896.000000	28653.943359	40.150391
1004	1981478784.000000	28613.826172	40.117188
1005	1978705280.000000	28573.773438	40.052734
1006	1975934848.000000	28533.767578	40.005859
1007	1973180032.000000	28493.986328	39.781250
1008	1970422912.000000	28454.171875	39.814453
1009	1967672192.000000	28414.449219	39.722656
1010	1964923520.000000	28374.755859	39.693359
1011	1962175232.000000	28335.070312	39.685547
1012	1959442688.000000	28295.609375	39.460938
1013	1956704896.000000	28256.074219	39.535156
1014	1953972864.000000	28216.623047	39.451172
1015	1951250944.000000	28177.316406	39.306641
1016	1948529664.000000	28138.019531	39.296875
1017	1945816832.000000	28098.843750	39.175781
1018	1943102592.000000	28059.648438	39.195312
1019	1940395008.000000	28020.548828	39.099609
1020	1937693312.000000	27981.535156	39.013672
1021	1934994048.000000	27942.556641	38.978516
1022	1932300800.000000	27903.664062	38.892578
1023	1929608832.000000	27864.789062	38.875000
1024	1926920704.000000	27825.970703	38.818359
1025	1924240384.000000	27787.265625	38.705078
1026	1921566720.000000	27748.656250	38.609375
1027	1918899328.000000	27710.138672	38.517578
1028	1916232064.000000	27671.621094	38.517578
1029	1913572352.000000	27633.212891	38.408203
1030	1910913536.000000	27594.818359	38.394531
1031	1908262656.000000	27556.537109	38.281250
1032	1905611392.000000	27518.251953	38.285156
1033	1902965120.000000	27480.037109	38.214844
1034	1900322432.000000	27441.875000	38.162109
1035	1897688320.000000	27403.837891	38.037109
1036	1895058816.000000	27365.865234	37.972656
1037	1892429440.000000	27327.896484	37.968750
1038	1889806080.000000	27290.011719	37.884766
1039	1887189248.000000	27252.224609	37.787109
1040	1884573056.000000	27214.445312	37.779297
1041	1881963520.000000	27176.761719	37.683594
1042	1879352576.000000	27139.056641	37.705078
1043	1876752128.000000	27101.505859	37.550781
1044	1874153600.000000	27063.980469	37.525391
1045	1871562112.000000	27026.558594	37.421875
1046	1868977792.000000	26989.238281	37.320312
1047	1866393216.000000	26951.916016	37.322266
1048	1863810432.000000	26914.619141	37.296875
1049	1861237760.000000	26877.466797	37.152344
1050	1858670848.000000	26840.400391	37.066406
1051	1856103296.000000	26803.322266	37.078125
1052	1853538048.000000	26766.279297	37.042969
1053	1850981376.000000	26729.359375	36.919922
1054	1848426880.000000	26692.470703	36.888672
1055	1845878912.000000	26655.675781	36.794922
1056	1843332736.000000	26618.908203	36.767578
1057	1840789888.000000	26582.187500	36.720703
1058	1838250112.000000	26545.511719	36.675781
1059	1835725312.000000	26509.050781	36.460938
1060	1833196928.000000	26472.541016	36.509766
1061	1830666368.000000	26435.998047	36.542969
1062	1828147968.000000	26399.628906	36.369141
1063	1825631744.000000	26363.294922	36.333984
1064	1823123072.000000	26327.066406	36.228516
1065	1820613888.000000	26290.832031	36.234375
1066	1818114688.000000	26254.742188	36.089844
1067	1815617280.000000	26218.677734	36.064453
1068	1813119872.000000	26182.615234	36.062500
1069	1810635136.000000	26146.732422	35.882812
1070	1808148736.000000	26110.828125	35.904297
1071	1805668096.000000	26075.005859	35.822266
1072	1803189248.000000	26039.208984	35.796875
1073	1800721024.000000	26003.566406	35.642578
1074	1798253184.000000	25967.929688	35.636719
1075	1795787776.000000	25932.328125	35.601562
1076	1793329408.000000	25896.828125	35.500000
1077	1790869760.000000	25861.308594	35.519531
1078	1788421248.000000	25825.951172	35.357422
1079	1785977344.000000	25790.658203	35.292969
1080	1783533568.000000	25755.369141	35.289062
1081	1781092992.000000	25720.125000	35.244141
1082	1778653824.000000	25684.902344	35.222656
1083	1776228992.000000	25649.886719	35.015625
1084	1773802624.000000	25614.847656	35.039062
1085	1771381120.000000	25579.880859	34.966797
1086	1768965120.000000	25544.992188	34.888672
1087	1766552448.000000	25510.150391	34.841797
1088	1764144896.000000	25475.384766	34.765625
1089	1761739264.000000	25440.646484	34.738281
1090	1759341312.000000	25406.017578	34.628906
1091	1756947456.000000	25371.449219	34.568359
1092	1754548608.000000	25336.808594	34.640625
1093	1752168448.000000	25302.437500	34.371094
1094	1749786112.000000	25268.035156	34.402344
1095	1747403392.000000	25233.626953	34.408203
1096	1745027328.000000	25199.314453	34.312500
1097	1742654336.000000	25165.046875	34.267578
1098	1740294272.000000	25130.966797	34.080078
1099	1737932288.000000	25096.857422	34.109375
1100	1735572224.000000	25062.777344	34.080078
1101	1733217664.000000	25028.775391	34.001953
1102	1730865536.000000	24994.808594	33.966797
1103	1728521728.000000	24960.962891	33.845703
1104	1726180736.000000	24927.158203	33.804688
1105	1723839232.000000	24893.345703	33.812500
1106	1721508736.000000	24859.691406	33.654297
1107	1719183488.000000	24826.113281	33.578125
1108	1716862592.000000	24792.597656	33.515625
1109	1714540800.000000	24759.070312	33.527344
1110	1712222976.000000	24725.597656	33.472656
1111	1709911040.000000	24692.212891	33.384766
1112	1707605248.000000	24658.916016	33.296875
1113	1705305600.000000	24625.707031	33.208984
1114	1703005568.000000	24592.494141	33.212891
1115	1700704640.000000	24559.265625	33.228516
1116	1698414208.000000	24526.191406	33.074219
1117	1696130944.000000	24493.218750	32.972656
1118	1693850624.000000	24460.289062	32.929688
1119	1691571584.000000	24427.378906	32.910156
1120	1689298688.000000	24394.556641	32.822266
1121	1687026176.000000	24361.740234	32.816406
1122	1684759808.000000	24329.013672	32.726562
1123	1682495360.000000	24296.312500	32.701172
1124	1680238848.000000	24263.726562	32.585938
1125	1677979136.000000	24231.095703	32.630859
1126	1675731328.000000	24198.636719	32.458984
1127	1673490176.000000	24166.271484	32.365234
1128	1671246208.000000	24133.867188	32.404297
1129	1669005824.000000	24101.515625	32.351562
1130	1666772992.000000	24069.271484	32.244141
1131	1664546304.000000	24037.117188	32.154297
1132	1662324992.000000	24005.039062	32.078125
1133	1660101376.000000	23972.929688	32.109375
1134	1657876608.000000	23940.802734	32.126953
1135	1655658496.000000	23908.771484	32.031250
1136	1653448064.000000	23876.851562	31.919922
1137	1651248128.000000	23845.082031	31.769531
1138	1649041792.000000	23813.222656	31.859375
1139	1646839808.000000	23781.423828	31.798828
1140	1644648704.000000	23749.783203	31.640625
1141	1642455168.000000	23718.107422	31.675781
1142	1640269824.000000	23686.548828	31.558594
1143	1638083584.000000	23654.978516	31.570312
1144	1635901952.000000	23623.474609	31.503906
1145	1633723008.000000	23592.007812	31.466797
1146	1631549696.000000	23560.625000	31.382812
1147	1629387776.000000	23529.404297	31.220703
1148	1627219072.000000	23498.087891	31.316406
1149	1625054976.000000	23466.835938	31.251953
1150	1622898816.000000	23435.701172	31.134766
1151	1620750976.000000	23404.683594	31.017578
1152	1618604160.000000	23373.683594	31.000000
1153	1616457856.000000	23342.689453	30.994141
1154	1614309760.000000	23311.667969	31.021484
1155	1612170112.000000	23280.771484	30.896484
1156	1610034816.000000	23249.935547	30.835938
1157	1607911552.000000	23219.275391	30.660156
1158	1605780224.000000	23188.496094	30.779297
1159	1603658368.000000	23157.855469	30.640625
1160	1601542144.000000	23127.296875	30.558594
1161	1599426048.000000	23096.738281	30.558594
1162	1597313536.000000	23066.232422	30.505859
1163	1595203968.000000	23035.769531	30.462891
1164	1593096192.000000	23005.332031	30.437500
1165	1590997248.000000	22975.021484	30.310547
1166	1588899456.000000	22944.728516	30.292969
1167	1586809088.000000	22914.541016	30.187500
1168	1584719232.000000	22884.363281	30.177734
1169	1582632320.000000	22854.226562	30.136719
1170	1580554240.000000	22824.216797	30.009766
1171	1578479872.000000	22794.261719	29.955078
1172	1576405504.000000	22764.306641	29.955078
1173	1574334464.000000	22734.400391	29.906250
1174	1572264704.000000	22704.511719	29.888672
1175	1570201856.000000	22674.722656	29.789062
1176	1568142592.000000	22644.986328	29.736328
1177	1566087808.000000	22615.312500	29.673828
1178	1564035328.000000	22585.673828	29.638672
1179	1561990144.000000	22556.140625	29.533203
1180	1559946496.000000	22526.628906	29.511719
1181	1557905920.000000	22497.162109	29.466797
1182	1555867776.000000	22467.728516	29.433594
1183	1553832960.000000	22438.345703	29.382812
1184	1551800192.000000	22408.990234	29.355469
1185	1549773056.000000	22379.716797	29.273438
1186	1547750400.000000	22350.509766	29.207031
1187	1545730816.000000	22321.345703	29.164062
1188	1543713280.000000	22292.210938	29.134766
1189	1541705856.000000	22263.222656	28.988281
1190	1539698304.000000	22234.232422	28.990234
1191	1537694976.000000	22205.302734	28.929688
1192	1535694976.000000	22176.421875	28.880859
1193	1533696384.000000	22147.560547	28.861328
1194	1531701376.000000	22118.750000	28.810547
1195	1529708928.000000	22089.978516	28.771484
1196	1527720064.000000	22061.257812	28.720703
1197	1525737344.000000	22032.626953	28.630859
1198	1523755392.000000	22004.005859	28.621094
1199	1521781888.000000	21975.507812	28.498047
1200	1519806464.000000	21946.980469	28.527344
1201	1517837312.000000	21918.544922	28.435547
1202	1515869184.000000	21890.123047	28.421875
1203	1513903744.000000	21861.742188	28.380859
1204	1511944704.000000	21833.451172	28.291016
1205	1509986688.000000	21805.177734	28.273438
1206	1508035072.000000	21776.994141	28.183594
1207	1506083200.000000	21748.808594	28.185547
1208	1504133888.000000	21720.658203	28.150391
1209	1502196480.000000	21692.681641	27.976562
1210	1500259840.000000	21664.714844	27.966797
1211	1498326784.000000	21636.800781	27.914062
1212	1496394240.000000	21608.892578	27.908203
1213	1494462720.000000	21581.000000	27.892578
1214	1492537344.000000	21553.197266	27.802734
1215	1490611584.000000	21525.388672	27.808594
1216	1488691968.000000	21497.667969	27.720703
1217	1486776064.000000	21470.000000	27.667969
1218	1484860160.000000	21442.333984	27.666016
1219	1482956416.000000	21414.841797	27.492188
1220	1481048448.000000	21387.291016	27.550781
1221	1479147904.000000	21359.845703	27.445312
1222	1477247488.000000	21332.402344	27.443359
1223	1475349504.000000	21304.994141	27.408203
1224	1473459200.000000	21277.697266	27.296875
1225	1471567232.000000	21250.375000	27.322266
1226	1469682048.000000	21223.152344	27.222656
1227	1467797760.000000	21195.941406	27.210938
1228	1465920256.000000	21168.830078	27.111328
1229	1464046464.000000	21141.769531	27.060547
1230	1462172928.000000	21114.714844	27.054688
1231	1460312064.000000	21087.843750	26.871094
1232	1458442496.000000	21060.845703	26.998047
1233	1456579584.000000	21033.943359	26.902344
1234	1454719872.000000	21007.087891	26.855469
1235	1452862080.000000	20980.261719	26.826172
1236	1451010048.000000	20953.515625	26.746094
1237	1449160192.000000	20926.802734	26.712891
1238	1447313152.000000	20900.130859	26.671875
1239	1445470336.000000	20873.519531	26.611328
1240	1443628544.000000	20846.921875	26.597656
1241	1441798528.000000	20820.496094	26.425781
1242	1439962368.000000	20793.980469	26.515625
1243	1438132096.000000	20767.550781	26.429688
1244	1436307200.000000	20741.197266	26.353516
1245	1434480000.000000	20714.812500	26.384766
1246	1432662400.000000	20688.564453	26.248047
1247	1430843136.000000	20662.292969	26.271484
1248	1429034496.000000	20636.175781	26.117188
1249	1427224960.000000	20610.044922	26.130859
1250	1425420416.000000	20583.986328	26.058594
1251	1423620864.000000	20557.998047	25.988281
1252	1421821824.000000	20532.019531	25.978516
1253	1420022400.000000	20506.035156	25.984375
1254	1418226176.000000	20480.095703	25.939453
1255	1416434304.000000	20454.220703	25.875000
1256	1414646016.000000	20428.396484	25.824219
1257	1412861184.000000	20402.623047	25.773438
1258	1411079808.000000	20376.898438	25.724609
1259	1409302272.000000	20351.228516	25.669922
1260	1407528960.000000	20325.621094	25.607422
1261	1405757056.000000	20300.033203	25.587891
1262	1403990144.000000	20274.519531	25.513672
1263	1402225152.000000	20249.031250	25.488281
1264	1400460288.000000	20223.544922	25.486328
1265	1398699520.000000	20198.119141	25.425781
1266	1396945408.000000	20172.789062	25.330078
1267	1395191808.000000	20147.464844	25.324219
1268	1393445504.000000	20122.248047	25.216797
1269	1391699712.000000	20097.037109	25.210938
1270	1389960960.000000	20071.927734	25.109375
1271	1388222208.000000	20046.820312	25.107422
1272	1386485120.000000	20021.734375	25.085938
1273	1384750464.000000	19996.685547	25.048828
1274	1383013504.000000	19971.601562	25.083984
1275	1381285120.000000	19946.644531	24.957031
1276	1379559936.000000	19921.730469	24.914062
1277	1377835392.000000	19896.828125	24.902344
1278	1376119680.000000	19872.050781	24.777344
1279	1374399232.000000	19847.207031	24.843750
1280	1372689664.000000	19822.519531	24.687500
1281	1370982016.000000	19797.859375	24.660156
1282	1369276160.000000	19773.226562	24.632812
1283	1367570560.000000	19748.595703	24.630859
1284	1365865216.000000	19723.970703	24.625000
1285	1364166912.000000	19699.445312	24.525391
1286	1362472064.000000	19674.970703	24.474609
1287	1360780800.000000	19650.548828	24.421875
1288	1359096960.000000	19626.232422	24.316406
1289	1357409408.000000	19601.863281	24.369141
1290	1355730048.000000	19577.611328	24.251953
1291	1354052992.000000	19553.394531	24.216797
1292	1352374912.000000	19529.162109	24.232422
1293	1350695680.000000	19504.912109	24.250000
1294	1349019136.000000	19480.701172	24.210938
1295	1347351552.000000	19456.621094	24.080078
1296	1345685376.000000	19432.560547	24.060547
1297	1344022016.000000	19408.541016	24.019531
1298	1342361472.000000	19384.560547	23.980469
1299	1340706176.000000	19360.658203	23.902344
1300	1339053824.000000	19336.796875	23.861328
1301	1337405568.000000	19312.994141	23.802734
1302	1335753984.000000	19289.144531	23.849609
1303	1334104704.000000	19265.328125	23.816406
1304	1332464000.000000	19241.634766	23.693359
1305	1330824320.000000	19217.957031	23.677734
1306	1329187328.000000	19194.318359	23.638672
1307	1327551872.000000	19170.701172	23.617188
1308	1325923200.000000	19147.181641	23.519531
1309	1324298624.000000	19123.722656	23.458984
